sku_code,design_no,stock,category,size,color,sku,style,asin
BTM042-PP-XL,BTM042,3.0,PALAZZO,XL,Mustard,,,
BTM042-PP-XS,BTM042,55.0,PALAZZO,XS,Mustard,,,
BTM042-PP-XXL,BTM042,6.0,PALAZZO,XXL,Mustard,,,
BTM042-PP-XXXL,BTM042,3.0,PALAZZO,XXXL,Mustard,,,
BTM043-PP-L,BTM043,2.0,PALAZZO,L,Khaki,,,
BTM043-PP-M,BTM043,2.0,PALAZZO,M,Khaki,,,
BTM043-PP-S,BTM043,4.0,PALAZZO,S,Khaki,,,
BTM043-PP-XL,BTM043,3.0,PALAZZO,XL,Khaki,,,
BTM043-PP-XS,BTM043,8.0,PALAZZO,XS,Khaki,,,
BTM043-PP-XXL,BTM043,3.0,PALAZZO,XXL,Khaki,,,
BTM043-PP-XXXL,BTM043,3.0,PALAZZO,XXXL,Khaki,,,
BTM044-PP-L,BTM044,2.0,PALAZZO,L,Maroon,,,
BTM044-PP-M,BTM044,3.0,PALAZZO,M,Maroon,,,
BTM044-PP-S,BTM044,5.0,PALAZZO,S,Maroon,,,
BTM044-PP-XL,BTM044,2.0,PALAZZO,XL,Maroon,,,
BTM044-PP-XS,BTM044,55.0,PALAZZO,XS,Maroon,,,
BTM044-PP-XXL,BTM044,3.0,PALAZZO,XXL,Maroon,,,
BTM044-PP-XXXL,BTM044,5.0,PALAZZO,XXXL,Maroon,,,
BTM045-PP-L,BTM045,4.0,PALAZZO,L,Olive Green,,,
BTM045-PP-M,BTM045,3.0,PALAZZO,M,Olive Green,,,
BTM045-PP-S,BTM045,34.0,PALAZZO,S,Olive Green,,,
BTM045-PP-XL,BTM045,4.0,PALAZZO,XL,Olive Green,,,
BTM045-PP-XS,BTM045,26.0,PALAZZO,XS,Olive Green,,,
BTM045-PP-XXL,BTM045,24.0,PALAZZO,XXL,Olive Green,,,
BTM045-PP-XXXL,BTM045,6.0,PALAZZO,XXXL,Olive Green,,,
BTM046-PP-L,BTM046,3.0,PALAZZO,L,Navy Blue,,,
BTM046-PP-M,BTM046,10.0,PALAZZO,M,Navy Blue,,,
BTM046-PP-S,BTM046,29.0,PALAZZO,S,Navy Blue,,,
BTM046-PP-XL,BTM046,3.0,PALAZZO,XL,Navy Blue,,,
BTM046-PP-XS,BTM046,27.0,PALAZZO,XS,Navy Blue,,,
BTM046-PP-XXL,BTM046,2.0,PALAZZO,XXL,Navy Blue,,,
BTM046-PP-XXXL,BTM046,3.0,PALAZZO,XXXL,Navy Blue,,,
BTM047-PP-L,BTM047,3.0,PALAZZO,L,Pink,,,
BTM047-PP-M,BTM047,10.0,PALAZZO,M,Pink,,,
BTM047-PP-S,BTM047,15.0,PALAZZO,S,Pink,,,
BTM047-PP-XL,BTM047,6.0,PALAZZO,XL,Pink,,,
BTM047-PP-XS,BTM047,32.0,PALAZZO,XS,Pink,,,
BTM047-PP-XXL,BTM047,11.0,PALAZZO,XXL,Pink,,,
BTM047-PP-XXXL,BTM047,4.0,PALAZZO,XXXL,Pink,,,
BTM048-PP-L,BTM048,3.0,PALAZZO,L,Green,,,
BTM048-PP-M,BTM048,3.0,PALAZZO,M,Green,,,
BTM048-PP-S,BTM048,6.0,PALAZZO,S,Green,,,
BTM048-PP-XL,BTM048,2.0,PALAZZO,XL,Green,,,
BTM048-PP-XS,BTM048,51.0,PALAZZO,XS,Green,,,
BTM048-PP-XXL,BTM048,16.0,PALAZZO,XXL,Green,,,
BTM048-PP-XXXL,BTM048,16.0,PALAZZO,XXXL,Green,,,
BTM049-SHA-L,BTM049,19.0,SHARARA,L,TEAL BLUE ,,,
BTM049-SHA-M,BTM049,22.0,SHARARA,M,TEAL BLUE ,,,
BTM049-SHA-S,BTM049,29.0,SHARARA,S,TEAL BLUE ,,,
BTM049-SHA-XL,BTM049,25.0,SHARARA,XL,TEAL BLUE ,,,
BTM049-SHA-XXL,BTM049,28.0,SHARARA,XXL,TEAL BLUE ,,,
BTM050-SHA-L,BTM050,20.0,SHARARA,L,Cream,,,
BTM050-SHA-M,BTM050,25.0,SHARARA,M,Cream,,,
BTM050-SHA-S,BTM050,26.0,SHARARA,S,Cream,,,
BTM050-SHA-XL,BTM050,23.0,SHARARA,XL,Cream,,,
BTM050-SHA-XXL,BTM050,25.0,SHARARA,XXL,Cream,,,
BTM051-SHA-L,BTM051,28.0,SHARARA,L,Black,,,
BTM051-SHA-M,BTM051,30.0,SHARARA,M,Black,,,
BTM051-SHA-S,BTM051,34.0,SHARARA,S,Black,,,
BTM051-SHA-XL,BTM051,32.0,SHARARA,XL,Black,,,
BTM051-SHA-XXL,BTM051,35.0,SHARARA,XXL,Black,,,
BTM052-SHA-L,BTM052,32.0,SHARARA,L,Pink,,,
BTM052-SHA-M,BTM052,27.0,SHARARA,M,Pink,,,
BTM052-SHA-S,BTM052,42.0,SHARARA,S,Pink,,,
BTM052-SHA-XL,BTM052,37.0,SHARARA,XL,Pink,,,
BTM052-SHA-XXL,BTM052,36.0,SHARARA,XXL,Pink,,,
BTM053-SHA-L,BTM053,17.0,SHARARA,L,Red,,,
BTM053-SHA-M,BTM053,34.0,SHARARA,M,Red,,,
BTM053-SHA-S,BTM053,41.0,SHARARA,S,Red,,,
BTM053-SHA-XL,BTM053,36.0,SHARARA,XL,Red,,,
BTM053-SHA-XXL,BTM053,39.0,SHARARA,XXL,Red,,,
BTM054-SK-L,BTM054,31.0,SKIRT,L,Black,,,
BTM054-SK-M,BTM054,35.0,SKIRT,M,Black,,,
BTM054-SK-S,BTM054,37.0,SKIRT,S,Black,,,
BTM054-SK-XL,BTM054,36.0,SKIRT,XL,Black,,,
BTM054-SK-XXL,BTM054,38.0,SKIRT,XXL,Black,,,
BTM055-SK-L,BTM055,31.0,SKIRT,L,OFF WHITE,,,
BTM055-SK-M,BTM055,33.0,SKIRT,M,OFF WHITE,,,
BTM055-SK-S,BTM055,36.0,SKIRT,S,OFF WHITE,,,
BTM055-SK-XL,BTM055,36.0,SKIRT,XL,OFF WHITE,,,
BTM055-SK-XXL,BTM055,36.0,SKIRT,XXL,OFF WHITE,,,
BTM056-SHA-L,BTM056,21.0,SHARARA,L,Black,,,
BTM056-SHA-M,BTM056,31.0,SHARARA,M,Black,,,
BTM056-SHA-S,BTM056,32.0,SHARARA,S,Black,,,
BTM056-SHA-XL,BTM056,31.0,SHARARA,XL,Black,,,
BTM056-SHA-XXL,BTM056,31.0,SHARARA,XXL,Black,,,
BTM057-SHA-L,BTM057,30.0,SHARARA,L,Navy Blue,,,
BTM057-SHA-M,BTM057,30.0,SHARARA,M,Navy Blue,,,
BTM057-SHA-S,BTM057,31.0,SHARARA,S,Navy Blue,,,
BTM057-SHA-XL,BTM057,33.0,SHARARA,XL,Navy Blue,,,
BTM057-SHA-XXL,BTM057,31.0,SHARARA,XXL,Navy Blue,,,
BTM058-SHA-L,BTM058,26.0,SHARARA,L,Cream,,,
BTM058-SHA-M,BTM058,28.0,SHARARA,M,Cream,,,
BTM058-SHA-S,BTM058,33.0,SHARARA,S,Cream,,,
BTM058-SHA-XL,BTM058,30.0,SHARARA,XL,Cream,,,
BTM058-SHA-XXL,BTM058,30.0,SHARARA,XXL,Cream,,,
BTM059-SK-L,BTM059,29.0,SKIRT,L,OFF WHITE,,,
BTM059-SK-M,BTM059,32.0,SKIRT,M,OFF WHITE,,,
BTM059-SK-S,BTM059,34.0,SKIRT,S,OFF WHITE,,,
BTM059-SK-XL,BTM059,32.0,SKIRT,XL,OFF WHITE,,,
BTM059-SK-XXL,BTM059,34.0,SKIRT,XXL,OFF WHITE,,,
BTM060-SK-L,BTM060,33.0,SKIRT,L,Black,,,
BTM060-SK-M,BTM060,30.0,SKIRT,M,Black,,,
BTM060-SK-S,BTM060,34.0,SKIRT,S,Black,,,
BTM060-SK-XL,BTM060,33.0,SKIRT,XL,Black,,,
BTM060-SK-XXL,BTM060,33.0,SKIRT,XXL,Black,,,
CH201-RED-L,CH201,3.0,AN : LEGGINGS,L,Red,,,
CH201-RED-M,CH201,3.0,AN : LEGGINGS,M,Red,,,
CH201-RED-S,CH201,6.0,AN : LEGGINGS,S,Red,,,
CH201-RED-XL,CH201,4.0,AN : LEGGINGS,XL,Red,,,
CH201-RED-XXL,CH201,2.0,AN : LEGGINGS,XXL,Red,,,
CH202-ORANGE-L,CH202,3.0,AN : LEGGINGS,L,Orange,,,
CH202-ORANGE-M,CH202,8.0,AN : LEGGINGS,M,Orange,,,
CH202-ORANGE-S,CH202,7.0,AN : LEGGINGS,S,Orange,,,
CH202-ORANGE-XL,CH202,5.0,AN : LEGGINGS,XL,Orange,,,
CH202-ORANGE-XXL,CH202,3.0,AN : LEGGINGS,XXL,Orange,,,
CH203-MAROON-L,CH203,6.0,AN : LEGGINGS,L,Maroon,,,
CH203-MAROON-M,CH203,4.0,AN : LEGGINGS,M,Maroon,,,
CH203-MAROON-S,CH203,2.0,AN : LEGGINGS,S,Maroon,,,
CH203-MAROON-XL,CH203,3.0,AN : LEGGINGS,XL,Maroon,,,
CH203-MAROON-XXL,CH203,2.0,AN : LEGGINGS,XXL,Maroon,,,
CH204-PURPLE-L,CH204,3.0,AN : LEGGINGS,L,Purple,,,
CH204-PURPLE-M,CH204,3.0,AN : LEGGINGS,M,Purple,,,
CH204-PURPLE-S,CH204,5.0,AN : LEGGINGS,S,Purple,,,
CH204-PURPLE-XL,CH204,2.0,AN : LEGGINGS,XL,Purple,,,
CH204-PURPLE-XXL,CH204,2.0,AN : LEGGINGS,XXL,Purple,,,
CH205-YELLOW-L,CH205,3.0,AN : LEGGINGS,L,Yellow,,,
CH205-YELLOW-M,CH205,4.0,AN : LEGGINGS,M,Yellow,,,
CH205-YELLOW-S,CH205,12.0,AN : LEGGINGS,S,Yellow,,,
CH205-YELLOW-XL,CH205,5.0,AN : LEGGINGS,XL,Yellow,,,
CH205-YELLOW-XXL,CH205,2.0,AN : LEGGINGS,XXL,Yellow,,,
CH206-GREEN-L,CH206,5.0,AN : LEGGINGS,L,Green,,,
CH206-GREEN-M,CH206,6.0,AN : LEGGINGS,M,Green,,,
CH206-GREEN-S,CH206,10.0,AN : LEGGINGS,S,Green,,,
CH206-GREEN-XL,CH206,5.0,AN : LEGGINGS,XL,Green,,,
CH206-GREEN-XXL,CH206,2.0,AN : LEGGINGS,XXL,Green,,,
CH207-PINK-L,CH207,3.0,AN : LEGGINGS,L,Pink,,,
CH207-PINK-M,CH207,3.0,AN : LEGGINGS,M,Pink,,,
CH207-PINK-S,CH207,5.0,AN : LEGGINGS,S,Pink,,,
CH207-PINK-XL,CH207,2.0,AN : LEGGINGS,XL,Pink,,,
CH207-PINK-XXL,CH207,2.0,AN : LEGGINGS,XXL,Pink,,,
CH208-MUSTARD-L,CH208,7.0,AN : LEGGINGS,L,Mustard,,,
CH208-MUSTARD-M,CH208,13.0,AN : LEGGINGS,M,Mustard,,,
CH208-MUSTARD-S,CH208,7.0,AN : LEGGINGS,S,Mustard,,,
CH208-MUSTARD-XL,CH208,4.0,AN : LEGGINGS,XL,Mustard,,,
CH208-MUSTARD-XXL,CH208,4.0,AN : LEGGINGS,XXL,Mustard,,,
CH209-BIEGE-L,CH209,3.0,AN : LEGGINGS,L,Beige,,,
CH209-BIEGE-M,CH209,3.0,AN : LEGGINGS,M,Beige,,,
CH209-BIEGE-S,CH209,4.0,AN : LEGGINGS,S,Beige,,,
CH209-BIEGE-XL,CH209,4.0,AN : LEGGINGS,XL,Beige,,,
CH209-BIEGE-XXL,CH209,2.0,AN : LEGGINGS,XXL,Beige,,,
CH210-NAVY-L,CH210,2.0,AN : LEGGINGS,L,Navy Blue,,,
CH210-NAVY-M,CH210,4.0,AN : LEGGINGS,M,Navy Blue,,,
CH210-NAVY-S,CH210,3.0,AN : LEGGINGS,S,Navy Blue,,,
CH210-NAVY-XL,CH210,2.0,AN : LEGGINGS,XL,Navy Blue,,,
CH210-NAVY-XXL,CH210,3.0,AN : LEGGINGS,XXL,Navy Blue,,,
CH211-BLACK-L,CH211,2.0,AN : LEGGINGS,L,Black,,,
CH211-BLACK-M,CH211,5.0,AN : LEGGINGS,M,Black,,,
CH211-BLACK-S,CH211,3.0,AN : LEGGINGS,S,Black,,,
CH211-BLACK-XL,CH211,3.0,AN : LEGGINGS,XL,Black,,,
CH211-BLACK-XXL,CH211,1.0,AN : LEGGINGS,XXL,Black,,,
CH212-WHITE-L,CH212,2.0,AN : LEGGINGS,L,White,,,
CH212-WHITE-M,CH212,2.0,AN : LEGGINGS,M,White,,,
CH212-WHITE-S,CH212,2.0,AN : LEGGINGS,S,White,,,
CH212-WHITE-XL,CH212,2.0,AN : LEGGINGS,XL,White,,,
CH212-WHITE-XXL,CH212,1.0,AN : LEGGINGS,XXL,White,,,
CH213-BROWN-L,CH213,4.0,AN : LEGGINGS,L,Brown,,,
CH213-BROWN-M,CH213,4.0,AN : LEGGINGS,M,Brown,,,
CH213-BROWN-S,CH213,4.0,AN : LEGGINGS,S,Brown,,,
CH213-BROWN-XL,CH213,3.0,AN : LEGGINGS,XL,Brown,,,
CH213-BROWN-XXL,CH213,3.0,AN : LEGGINGS,XXL,Brown,,,
J0001-DR-L,J0001,2.0,DRESS,L,Pink,,,
J0001-DR-M,J0001,19.0,DRESS,M,Pink,,,
J0001-DR-S,J0001,9.0,DRESS,S,Pink,,,
J0001-DR-XL,J0001,26.0,DRESS,XL,Pink,,,
J0001-DR-XS,J0001,42.0,DRESS,XS,Pink,,,
J0001-DR-XXL,J0001,20.0,DRESS,XXL,Pink,,,
J0001-DR-XXXL,J0001,14.0,DRESS,XXXL,Pink,,,
J0002-SKD-L,J0002,93.0,KURTA SET,L,Peach,,,
J0002-SKD-M,J0002,82.0,KURTA SET,M,Peach,,,
J0002-SKD-S,J0002,165.0,KURTA SET,S,Peach,,,
J0002-SKD-XL,J0002,62.0,KURTA SET,XL,Peach,,,
J0002-SKD-XS,J0002,97.0,KURTA SET,XS,Peach,,,
J0002-SKD-XXL,J0002,73.0,KURTA SET,XXL,Peach,,,
J0002-SKD-XXXL,J0002,7.0,KURTA SET,XXXL,Peach,,,
J0003-SET-L,J0003,3.0,KURTA SET,L,Mustard,,,
J0003-SET-M,J0003,7.0,KURTA SET,M,Mustard,,,
J0003-SET-S,J0003,9.0,KURTA SET,S,Mustard,,,
J0003-SET-XL,J0003,5.0,KURTA SET,XL,Mustard,,,
J0003-SET-XS,J0003,13.0,KURTA SET,XS,Mustard,,,
J0003-SET-XXL,J0003,3.0,KURTA SET,XXL,Mustard,,,
J0003-SET-XXXL,J0003,9.0,KURTA SET,XXXL,Mustard,,,
J0004-SKD-L,J0004,57.0,KURTA SET,L,Grey,,,
J0004-SKD-M,J0004,61.0,KURTA SET,M,Grey,,,
J0004-SKD-S,J0004,58.0,KURTA SET,S,Grey,,,
J0004-SKD-XL,J0004,18.0,KURTA SET,XL,Grey,,,
J0004-SKD-XS,J0004,53.0,KURTA SET,XS,Grey,,,
J0004-SKD-XXL,J0004,11.0,KURTA SET,XXL,Grey,,,
J0004-SKD-XXXL,J0004,33.0,KURTA SET,XXXL,Grey,,,
J0005-DR-L,J0005,20.0,DRESS,L,Light Green,,,
J0005-DR-M,J0005,49.0,DRESS,M,Light Green,,,
J0005-DR-S,J0005,29.0,DRESS,S,Light Green,,,
J0005-DR-XL,J0005,31.0,DRESS,XL,Light Green,,,
J0005-DR-XS,J0005,45.0,DRESS,XS,Light Green,,,
J0005-DR-XXL,J0005,30.0,DRESS,XXL,Light Green,,,
J0005-DR-XXXL,J0005,73.0,DRESS,XXXL,Light Green,,,
J0006-SET-L,J0006,132.0,DRESS,L,Mustard,,,
J0006-SET-M,J0006,86.0,DRESS,M,Mustard,,,
J0006-SET-S,J0006,51.0,DRESS,S,Mustard,,,
J0006-SET-XL,J0006,23.0,DRESS,XL,Mustard,,,
J0006-SET-XS,J0006,149.0,DRESS,XS,Mustard,,,
J0006-SET-XXL,J0006,35.0,DRESS,XXL,Mustard,,,
J0006-SET-XXXL,J0006,33.0,DRESS,XXXL,Mustard,,,
J0007-SKD-L,J0007,11.0,KURTA SET,L,Red,,,
J0007-SKD-M,J0007,6.0,KURTA SET,M,Red,,,
J0007-SKD-S,J0007,31.0,KURTA SET,S,Red,,,
J0007-SKD-XL,J0007,13.0,KURTA SET,XL,Red,,,
J0007-SKD-XS,J0007,89.0,KURTA SET,XS,Red,,,
J0007-SKD-XXL,J0007,19.0,KURTA SET,XXL,Red,,,
J0007-SKD-XXXL,J0007,45.0,KURTA SET,XXXL,Red,,,
J0008-SKD-L,J0008,89.0,KURTA SET,L,Mustard,,,
J0008-SKD-M,J0008,29.0,KURTA SET,M,Mustard,,,
J0008-SKD-S,J0008,171.0,KURTA SET,S,Mustard,,,
J0008-SKD-XS,J0008,161.0,KURTA SET,XS,Mustard,,,
J0008-SKD-XXL,J0008,28.0,KURTA SET,XXL,Mustard,,,
J0008-SKD-XXXL,J0008,51.0,KURTA SET,XXXL,Mustard,,,
J0009-SKD-L,J0009,30.0,KURTA SET,L,Pink,,,
J0009-SKD-M,J0009,88.0,KURTA SET,M,Pink,,,
J0009-SKD-S,J0009,44.0,KURTA SET,S,Pink,,,
J0009-SKD-XL,J0009,34.0,KURTA SET,XL,Pink,,,
J0009-SKD-XS,J0009,64.0,KURTA SET,XS,Pink,,,
J0009-SKD-XXL,J0009,13.0,KURTA SET,XXL,Pink,,,
J0009-SKD-XXXL,J0009,26.0,KURTA SET,XXXL,Pink,,,
J0010-LCD-L,J0010,11.0,LEHENGA CHOLI,L,Peach,,,
J0010-LCD-M,J0010,3.0,LEHENGA CHOLI,M,Peach,,,
J0010-LCD-S,J0010,14.0,LEHENGA CHOLI,S,Peach,,,
J0010-LCD-XL,J0010,10.0,LEHENGA CHOLI,XL,Peach,,,
J0010-LCD-XS,J0010,7.0,LEHENGA CHOLI,XS,Peach,,,
J0010-LCD-XXL,J0010,37.0,LEHENGA CHOLI,XXL,Peach,,,
J0010-LCD-XXXL,J0010,45.0,LEHENGA CHOLI,XXXL,Peach,,,
J0011-LCD-L,J0011,71.0,LEHENGA CHOLI,L,Pink,,,
J0011-LCD-M,J0011,13.0,LEHENGA CHOLI,M,Pink,,,
J0011-LCD-S,J0011,9.0,LEHENGA CHOLI,S,Pink,,,
J0011-LCD-XL,J0011,3.0,LEHENGA CHOLI,XL,Pink,,,
J0011-LCD-XS,J0011,7.0,LEHENGA CHOLI,XS,Pink,,,
J0011-LCD-XXL,J0011,41.0,LEHENGA CHOLI,XXL,Pink,,,
J0011-LCD-XXXL,J0011,29.0,LEHENGA CHOLI,XXXL,Pink,,,
J0012-SKD-L,J0012,10.0,KURTA SET,L,Green,,,
J0012-SKD-M,J0012,57.0,KURTA SET,M,Green,,,
J0012-SKD-S,J0012,136.0,KURTA SET,S,Green,,,
J0012-SKD-XL,J0012,25.0,KURTA SET,XL,Green,,,
J0012-SKD-XS,J0012,93.0,KURTA SET,XS,Green,,,
J0012-SKD-XXL,J0012,22.0,KURTA SET,XXL,Green,,,
J0012-SKD-XXXL,J0012,69.0,KURTA SET,XXXL,Green,,,
J0013-SKD-L,J0013,7.0,KURTA SET,L,Light Green,,,
J0013-SKD-M,J0013,4.0,KURTA SET,M,Light Green,,,
J0013-SKD-S,J0013,8.0,KURTA SET,S,Light Green,,,
J0013-SKD-XL,J0013,4.0,KURTA SET,XL,Light Green,,,
J0013-SKD-XS,J0013,17.0,KURTA SET,XS,Light Green,,,
J0013-SKD-XXL,J0013,5.0,KURTA SET,XXL,Light Green,,,
J0013-SKD-XXXL,J0013,6.0,KURTA SET,XXXL,Light Green,,,
J0014-LCD-L,J0014,28.0,LEHENGA CHOLI,L,Mustard,,,
J0014-LCD-M,J0014,4.0,LEHENGA CHOLI,M,Mustard,,,
J0014-LCD-S,J0014,70.0,LEHENGA CHOLI,S,Mustard,,,
J0014-LCD-XL,J0014,27.0,LEHENGA CHOLI,XL,Mustard,,,
J0014-LCD-XS,J0014,17.0,LEHENGA CHOLI,XS,Mustard,,,
J0014-LCD-XXL,J0014,29.0,LEHENGA CHOLI,XXL,Mustard,,,
J0014-LCD-XXXL,J0014,72.0,LEHENGA CHOLI,XXXL,Mustard,,,
J0015-DR-L,J0015,0.0,DRESS,L,Light Pink,,,
J0015-DR-M,J0015,1.0,DRESS,M,Light Pink,,,
J0015-DR-S,J0015,3.0,DRESS,S,Light Pink,,,
J0015-DR-XL,J0015,2.0,DRESS,XL,Light Pink,,,
J0015-DR-XS,J0015,4.0,DRESS,XS,Light Pink,,,
J0015-DR-XXL,J0015,0.0,DRESS,XXL,Light Pink,,,
J0015-DR-XXXL,J0015,0.0,DRESS,XXXL,Light Pink,,,
J0016-DR-L,J0016,2.0,DRESS,L,Mustard,,,
J0016-DR-M,J0016,2.0,DRESS,M,Mustard,,,
J0016-DR-S,J0016,2.0,DRESS,S,Mustard,,,
J0016-DR-XL,J0016,1.0,DRESS,XL,Mustard,,,
J0016-DR-XS,J0016,2.0,DRESS,XS,Mustard,,,
J0016-DR-XXL,J0016,2.0,DRESS,XXL,Mustard,,,
J0016-DR-XXXL,J0016,1.0,DRESS,XXXL,Mustard,,,
J0019-SET-L,J0019,0.0,SET,L,Red,,,
J0019-SET-M,J0019,0.0,SET,M,Red,,,
J0019-SET-S,J0019,4.0,SET,S,Red,,,
J0019-SET-XS,J0019,9.0,SET,XS,Red,,,
J0019-SET-XXL,J0019,1.0,SET,XXL,Red,,,
J0019-SET-XXXL,J0019,1.0,SET,XXXL,Red,,,
J0020-SET-L,J0020,2.0,SET,L,Yellow,,,
J0020-SET-M,J0020,3.0,SET,M,Yellow,,,
J0020-SET-S,J0020,4.0,SET,S,Yellow,,,
J0020-SET-XL,J0020,3.0,SET,XL,Yellow,,,
J0020-SET-XS,J0020,11.0,SET,XS,Yellow,,,
J0020-SET-XXL,J0020,3.0,SET,XXL,Yellow,,,
J0020-SET-XXXL,J0020,3.0,SET,XXXL,Yellow,,,
J0021-TP-L,J0021,0.0,TOP,L,Red,,,
J0021-TP-M,J0021,1.0,TOP,M,Red,,,
J0021-TP-S,J0021,1.0,TOP,S,Red,,,
J0021-TP-XL,J0021,0.0,TOP,XL,Red,,,
J0021-TP-XS,J0021,3.0,TOP,XS,Red,,,
J0021-TP-XXL,J0021,1.0,TOP,XXL,Red,,,
J0021-TP-XXXL,J0021,1.0,TOP,XXXL,Red,,,
J0022-KR-L,J0022,2.0,KURTA,L,Lemon Yellow,,,
J0022-KR-S,J0022,1.0,KURTA,S,Lemon Yellow,,,
J0022-KR-XS,J0022,2.0,KURTA,XS,Lemon Yellow,,,
J0022-KR-XXXL,J0022,2.0,KURTA,XXXL,Lemon Yellow,,,
J0023-TP-L,J0023,4.0,TOP,L,Turquoise Blue,,,
J0023-TP-M,J0023,2.0,TOP,M,Turquoise Blue,,,
J0023-TP-S,J0023,6.0,TOP,S,Turquoise Blue,,,
J0023-TP-XL,J0023,3.0,TOP,XL,Turquoise Blue,,,
J0023-TP-XS,J0023,4.0,TOP,XS,Turquoise Blue,,,
J0023-TP-XXL,J0023,6.0,TOP,XXL,Turquoise Blue,,,
J0023-TP-XXXL,J0023,1.0,TOP,XXXL,Turquoise Blue,,,
J0024-KR-L,J0024,135.0,KURTA,L,Sea Green,,,
J0024-KR-M,J0024,94.0,KURTA,M,Sea Green,,,
J0024-KR-S,J0024,176.0,KURTA,S,Sea Green,,,
J0024-KR-XL,J0024,83.0,KURTA,XL,Sea Green,,,
J0024-KR-XS,J0024,151.0,KURTA,XS,Sea Green,,,
J0024-KR-XXL,J0024,92.0,KURTA,XXL,Sea Green,,,
J0024-KR-XXXL,J0024,63.0,KURTA,XXXL,Sea Green,,,
J0025-DR-L,J0025,1.0,DRESS,L,Sea Green,,,
J0025-DR-M,J0025,0.0,DRESS,M,Sea Green,,,
J0025-DR-S,J0025,4.0,DRESS,S,Sea Green,,,
J0025-DR-XL,J0025,0.0,DRESS,XL,Sea Green,,,
J0025-DR-XS,J0025,7.0,DRESS,XS,Sea Green,,,
J0025-DR-XXL,J0025,3.0,DRESS,XXL,Sea Green,,,
J0025-DR-XXXL,J0025,4.0,DRESS,XXXL,Sea Green,,,
J0026-KR-L,J0026,1.0,KURTA,L,Turquoise Green,,,
J0026-KR-M,J0026,1.0,KURTA,M,Turquoise Green,,,
J0026-KR-S,J0026,0.0,KURTA,S,Turquoise Green,,,
J0026-KR-XL,J0026,0.0,KURTA,XL,Turquoise Green,,,
J0026-KR-XS,J0026,3.0,KURTA,XS,Turquoise Green,,,
J0026-KR-XXL,J0026,1.0,KURTA,XXL,Turquoise Green,,,
J0026-KR-XXXL,J0026,0.0,KURTA,XXXL,Turquoise Green,,,
J0027-SET-L,J0027,0.0,SET,L,Turquoise Green,,,
J0027-SET-M,J0027,0.0,SET,M,Turquoise Green,,,
J0027-SET-S,J0027,0.0,SET,S,Turquoise Green,,,
J0027-SET-XL,J0027,1.0,SET,XL,Turquoise Green,,,
J0027-SET-XS,J0027,0.0,SET,XS,Turquoise Green,,,
J0027-SET-XXL,J0027,0.0,SET,XXL,Turquoise Green,,,
J0027-SET-XXXL,J0027,0.0,SET,XXXL,Turquoise Green,,,
J0028-KR-L,J0028,2.0,KURTA,L,Red,,,
J0028-KR-M,J0028,0.0,KURTA,M,Red,,,
J0028-KR-S,J0028,1.0,KURTA,S,Red,,,
J0028-KR-XL,J0028,1.0,KURTA,XL,Red,,,
J0028-KR-XS,J0028,4.0,KURTA,XS,Red,,,
J0028-KR-XXL,J0028,1.0,KURTA,XXL,Red,,,
J0028-KR-XXXL,J0028,1.0,KURTA,XXXL,Red,,,
J0029-KR-S,J0029,1.0,KURTA,S,Pink,,,
J0029-KR-XS,J0029,0.0,KURTA,XS,Pink,,,
J0029-KR-XXL,J0029,0.0,KURTA,XXL,Pink,,,
J0029-KR-XXXL,J0029,1.0,KURTA,XXXL,Pink,,,
J0030-TP-L,J0030,1.0,TOP,L,Dark Green,,,
J0030-TP-M,J0030,1.0,TOP,M,Dark Green,,,
J0030-TP-S,J0030,0.0,TOP,S,Dark Green,,,
J0030-TP-XS,J0030,0.0,TOP,XS,Dark Green,,,
J0030-TP-XXL,J0030,0.0,TOP,XXL,Dark Green,,,
J0030-TP-XXXL,J0030,1.0,TOP,XXXL,Dark Green,,,
J0031-TP-XS,J0031,0.0,TOP,XS,Turquoise Green,,,
J0033-KR-L,J0033,0.0,KURTA,L,LEMON ,,,
J0033-KR-M,J0033,4.0,KURTA,M,LEMON ,,,
J0033-KR-S,J0033,9.0,KURTA,S,LEMON ,,,
J0033-KR-XL,J0033,3.0,KURTA,XL,LEMON ,,,
J0033-KR-XS,J0033,9.0,KURTA,XS,LEMON ,,,
J0033-KR-XXL,J0033,3.0,KURTA,XXL,LEMON ,,,
J0033-KR-XXXL,J0033,4.0,KURTA,XXXL,LEMON ,,,
J0034-SET-L,J0034,2.0,KURTA SET,L,LEMON,,,
J0034-SET-M,J0034,47.0,KURTA SET,M,LEMON,,,
J0034-SET-S,J0034,34.0,KURTA SET,S,LEMON,,,
J0034-SET-XL,J0034,3.0,KURTA SET,XL,LEMON,,,
J0034-SET-XS,J0034,56.0,KURTA SET,XS,LEMON,,,
J0034-SET-XXL,J0034,4.0,KURTA SET,XXL,LEMON,,,
J0034-SET-XXXL,J0034,4.0,KURTA SET,XXXL,LEMON,,,
J0035-KR-M,J0035,2.0,KURTA,M,Lemon Yellow,,,
J0035-KR-S,J0035,5.0,KURTA,S,Lemon Yellow,,,
J0035-KR-XL,J0035,2.0,KURTA,XL,Lemon Yellow,,,
J0035-KR-XS,J0035,6.0,KURTA,XS,Lemon Yellow,,,
J0035-KR-XXXL,J0035,2.0,KURTA,XXXL,Lemon Yellow,,,
