item1,item2,pair_count,item1_count,item2_count,total_count,support,confidence_item1_to_item2,confidence_item2_to_item1,lift
Designer Top,Casual Top,1,1,5,119764,8.349754517217195e-06,1.0,0.2,23952.8
Cotton Kurta,Casual Kurta,1,5,1,119764,8.349754517217195e-06,0.2,1.0,23952.8
Designer Ethnic Dress,Summer Dress,1,1,5,119764,8.349754517217195e-06,1.0,0.2,23952.8
Formal Set,Formal Set,1,5,1,119764,8.349754517217195e-06,0.2,1.0,23952.8
Formal Set,Designer Set,1,5,1,119764,8.349754517217195e-06,0.2,1.0,23952.8
Casual Kurta,Cotton Kurta,1,1,5,119764,8.349754517217195e-06,1.0,0.2,23952.8
Formal Set,Formal Set,1,5,1,119764,8.349754517217195e-06,0.2,1.0,23952.8
Formal Set,Formal Set,1,1,5,119764,8.349754517217195e-06,1.0,0.2,23952.8
Cotton Kurta,Casual Kurta,1,5,1,119764,8.349754517217195e-06,0.2,1.0,23952.8
Casual Blouse,Cotton Kurta,1,1,5,119764,8.349754517217195e-06,1.0,0.2,23952.8
Formal Set,Formal Set,1,1,5,119764,8.349754517217195e-06,1.0,0.2,23952.8
Formal Top,Summer Dress,1,5,1,119764,8.349754517217195e-06,0.2,1.0,23952.8
Designer Top,Casual Top,1,1,5,119764,8.349754517217195e-06,1.0,0.2,23952.8
Designer Kurta,Cotton Kurta,1,1,6,119764,8.349754517217195e-06,1.0,0.16666666666666666,19960.666666666664
Formal Set,Formal Set,2,3,4,119764,1.669950903443439e-05,0.6666666666666666,0.5,19960.666666666664
Casual Kurta,Cotton Kurta,2,3,4,119764,1.669950903443439e-05,0.6666666666666666,0.5,19960.666666666664
Casual Blouse,Designer Blouse,1,2,3,119764,8.349754517217195e-06,0.5,0.3333333333333333,19960.666666666664
Designer Top,Formal Top,1,2,3,119764,8.349754517217195e-06,0.5,0.3333333333333333,19960.666666666664
Casual Set,Formal Set,1,6,1,119764,8.349754517217195e-06,0.16666666666666666,1.0,19960.666666666664
Formal Set,Casual Set,1,1,6,119764,8.349754517217195e-06,1.0,0.16666666666666666,19960.666666666664
Designer Blouse,Casual Blouse,1,3,2,119764,8.349754517217195e-06,0.3333333333333333,0.5,19960.666666666664
Silk Blouse,Silk Blouse,1,2,3,119764,8.349754517217195e-06,0.5,0.3333333333333333,19960.666666666664
Silk Blouse,Silk Blouse,1,3,2,119764,8.349754517217195e-06,0.3333333333333333,0.5,19960.666666666664
Jeans,Jeans,1,2,3,119764,8.349754517217195e-06,0.5,0.3333333333333333,19960.666666666664
Jeans,Jeans,1,3,2,119764,8.349754517217195e-06,0.3333333333333333,0.5,19960.666666666664
Jeans,Chinos,1,2,3,119764,8.349754517217195e-06,0.5,0.3333333333333333,19960.666666666664
Chinos,Leggings,1,2,3,119764,8.349754517217195e-06,0.5,0.3333333333333333,19960.666666666664
Cotton Kurta,Casual Kurta,2,4,3,119764,1.669950903443439e-05,0.5,0.6666666666666666,19960.666666666664
Casual Top,Formal Top,1,2,3,119764,8.349754517217195e-06,0.5,0.3333333333333333,19960.666666666664
Cotton Kurta,Designer Kurta,1,6,1,119764,8.349754517217195e-06,0.16666666666666666,1.0,19960.666666666664
Cotton Kurta,Designer Top,1,6,1,119764,8.349754517217195e-06,0.16666666666666666,1.0,19960.666666666664
Chinos,Jeans,1,3,2,119764,8.349754517217195e-06,0.3333333333333333,0.5,19960.666666666664
Leggings,Chinos,1,3,2,119764,8.349754517217195e-06,0.3333333333333333,0.5,19960.666666666664
Formal Top,Designer Top,1,3,2,119764,8.349754517217195e-06,0.3333333333333333,0.5,19960.666666666664
Designer Set,Designer Kurta,1,3,2,119764,8.349754517217195e-06,0.3333333333333333,0.5,19960.666666666664
Casual Set,Cotton Kurta,1,1,6,119764,8.349754517217195e-06,1.0,0.16666666666666666,19960.666666666664
Jeans,Shorts,1,3,2,119764,8.349754517217195e-06,0.3333333333333333,0.5,19960.666666666664
Casual Top,Summer Top,1,6,1,119764,8.349754517217195e-06,0.16666666666666666,1.0,19960.666666666664
Summer Dress,Casual Top,1,1,6,119764,8.349754517217195e-06,1.0,0.16666666666666666,19960.666666666664
Formal Top,Casual Top,1,3,2,119764,8.349754517217195e-06,0.3333333333333333,0.5,19960.666666666664
Stylish Kurta,Formal Top,1,2,3,119764,8.349754517217195e-06,0.5,0.3333333333333333,19960.666666666664
Casual Set,Elegant Set,1,3,2,119764,8.349754517217195e-06,0.3333333333333333,0.5,19960.666666666664
Summer Top,Casual Top,1,1,6,119764,8.349754517217195e-06,1.0,0.16666666666666666,19960.666666666664
Casual Kurta,Casual Kurta,1,3,2,119764,8.349754517217195e-06,0.3333333333333333,0.5,19960.666666666664
Designer Top,Designer Top,1,1,6,119764,8.349754517217195e-06,1.0,0.16666666666666666,19960.666666666664
Shorts,Jeans,1,2,3,119764,8.349754517217195e-06,0.5,0.3333333333333333,19960.666666666664
Designer Kurta,Summer Dress,1,3,2,119764,8.349754517217195e-06,0.3333333333333333,0.5,19960.666666666664
Casual Kurta,Designer Kurta,1,6,1,119764,8.349754517217195e-06,0.16666666666666666,1.0,19960.666666666664
Elegant Set,Casual Set,1,1,6,119764,8.349754517217195e-06,1.0,0.16666666666666666,19960.666666666664
Casual Set,Elegant Set,1,6,1,119764,8.349754517217195e-06,0.16666666666666666,1.0,19960.666666666664
Cotton Kurta,Designer Kurta,1,6,1,119764,8.349754517217195e-06,0.16666666666666666,1.0,19960.666666666664
Evening Dress,Evening Dress,1,6,1,119764,8.349754517217195e-06,0.16666666666666666,1.0,19960.666666666664
Summer Top,Designer Top,1,3,2,119764,8.349754517217195e-06,0.3333333333333333,0.5,19960.666666666664
Casual Set,Cotton Kurta,1,3,2,119764,8.349754517217195e-06,0.3333333333333333,0.5,19960.666666666664
Evening Dress,Evening Dress,1,1,6,119764,8.349754517217195e-06,1.0,0.16666666666666666,19960.666666666664
Designer Top,Designer Top,1,6,1,119764,8.349754517217195e-06,0.16666666666666666,1.0,19960.666666666664
Designer Top,Designer Top,1,1,6,119764,8.349754517217195e-06,1.0,0.16666666666666666,19960.666666666664
Cotton Kurta,Cotton Kurta,1,2,3,119764,8.349754517217195e-06,0.5,0.3333333333333333,19960.666666666664
Elegant Set,Casual Set,1,2,3,119764,8.349754517217195e-06,0.5,0.3333333333333333,19960.666666666664
Summer Dress,Designer Kurta,1,2,3,119764,8.349754517217195e-06,0.5,0.3333333333333333,19960.666666666664
Designer Top,Summer Top,1,2,3,119764,8.349754517217195e-06,0.5,0.3333333333333333,19960.666666666664
Stylish Kurta,Cotton Kurta,1,6,1,119764,8.349754517217195e-06,0.16666666666666666,1.0,19960.666666666664
Casual Kurta,Cotton Kurta,1,6,1,119764,8.349754517217195e-06,0.16666666666666666,1.0,19960.666666666664
Casual Kurta,Casual Kurta,1,2,3,119764,8.349754517217195e-06,0.5,0.3333333333333333,19960.666666666664
Cotton Kurta,Stylish Kurta,1,1,6,119764,8.349754517217195e-06,1.0,0.16666666666666666,19960.666666666664
Cotton Kurta,Cotton Kurta,1,3,2,119764,8.349754517217195e-06,0.3333333333333333,0.5,19960.666666666664
Designer Set,Cotton Kurta,1,3,2,119764,8.349754517217195e-06,0.3333333333333333,0.5,19960.666666666664
Designer Kurta,Casual Set,1,3,2,119764,8.349754517217195e-06,0.3333333333333333,0.5,19960.666666666664
Stylish Kurta,Designer Kurta,1,3,2,119764,8.349754517217195e-06,0.3333333333333333,0.5,19960.666666666664
Designer Top,Designer Top,1,6,1,119764,8.349754517217195e-06,0.16666666666666666,1.0,19960.666666666664
Designer Kurta,Stylish Kurta,1,2,3,119764,8.349754517217195e-06,0.5,0.3333333333333333,19960.666666666664
Formal Top,Designer Top,1,2,3,119764,8.349754517217195e-06,0.5,0.3333333333333333,19960.666666666664
Designer Top,Formal Top,1,3,2,119764,8.349754517217195e-06,0.3333333333333333,0.5,19960.666666666664
Casual Saree,Cotton Saree,1,6,1,119764,8.349754517217195e-06,0.16666666666666666,1.0,19960.666666666664
Designer Kurta,Cotton Kurta,1,1,6,119764,8.349754517217195e-06,1.0,0.16666666666666666,19960.666666666664
Cotton Kurta,Cotton Kurta,1,2,3,119764,8.349754517217195e-06,0.5,0.3333333333333333,19960.666666666664
Cotton Kurta,Cotton Kurta,1,3,2,119764,8.349754517217195e-06,0.3333333333333333,0.5,19960.666666666664
Designer Kurta,Stylish Kurta,1,3,2,119764,8.349754517217195e-06,0.3333333333333333,0.5,19960.666666666664
Designer Kurta,Designer Set,1,2,3,119764,8.349754517217195e-06,0.5,0.3333333333333333,19960.666666666664
Casual Set,Casual Saree,1,6,1,119764,8.349754517217195e-06,0.16666666666666666,1.0,19960.666666666664
Cotton Saree,Casual Saree,1,1,6,119764,8.349754517217195e-06,1.0,0.16666666666666666,19960.666666666664
Cotton Kurta,Designer Set,1,2,3,119764,8.349754517217195e-06,0.5,0.3333333333333333,19960.666666666664
Cotton Saree,Cotton Saree,1,3,2,119764,8.349754517217195e-06,0.3333333333333333,0.5,19960.666666666664
Formal Top,Stylish Kurta,1,3,2,119764,8.349754517217195e-06,0.3333333333333333,0.5,19960.666666666664
Designer Kurta,Casual Kurta,1,1,6,119764,8.349754517217195e-06,1.0,0.16666666666666666,19960.666666666664
Stylish Kurta,Designer Kurta,1,2,3,119764,8.349754517217195e-06,0.5,0.3333333333333333,19960.666666666664
Designer Kurta,Stylish Kurta,1,3,2,119764,8.349754517217195e-06,0.3333333333333333,0.5,19960.666666666664
Cotton Saree,Designer Saree,1,3,2,119764,8.349754517217195e-06,0.3333333333333333,0.5,19960.666666666664
Designer Top,Cotton Kurta,1,1,6,119764,8.349754517217195e-06,1.0,0.16666666666666666,19960.666666666664
Casual Top,Summer Dress,1,6,1,119764,8.349754517217195e-06,0.16666666666666666,1.0,19960.666666666664
Casual Saree,Casual Set,1,1,6,119764,8.349754517217195e-06,1.0,0.16666666666666666,19960.666666666664
Cotton Saree,Designer Saree,1,3,2,119764,8.349754517217195e-06,0.3333333333333333,0.5,19960.666666666664
Cotton Saree,Cotton Saree,1,3,2,119764,8.349754517217195e-06,0.3333333333333333,0.5,19960.666666666664
Casual Set,Designer Kurta,1,2,3,119764,8.349754517217195e-06,0.5,0.3333333333333333,19960.666666666664
Stylish Kurta,Elegant Set,1,1,6,119764,8.349754517217195e-06,1.0,0.16666666666666666,19960.666666666664
Cotton Saree,Casual Saree,1,3,2,119764,8.349754517217195e-06,0.3333333333333333,0.5,19960.666666666664
Cotton Saree,Cotton Saree,1,2,3,119764,8.349754517217195e-06,0.5,0.3333333333333333,19960.666666666664
Cotton Kurta,Casual Set,1,2,3,119764,8.349754517217195e-06,0.5,0.3333333333333333,19960.666666666664
Designer Saree,Cotton Saree,1,2,3,119764,8.349754517217195e-06,0.5,0.3333333333333333,19960.666666666664
Casual Saree,Cotton Saree,1,2,3,119764,8.349754517217195e-06,0.5,0.3333333333333333,19960.666666666664
Casual Saree,Cotton Saree,1,2,3,119764,8.349754517217195e-06,0.5,0.3333333333333333,19960.666666666664
Designer Saree,Cotton Saree,1,2,3,119764,8.349754517217195e-06,0.5,0.3333333333333333,19960.666666666664
Cotton Saree,Cotton Saree,1,2,3,119764,8.349754517217195e-06,0.5,0.3333333333333333,19960.666666666664
Elegant Set,Stylish Kurta,1,6,1,119764,8.349754517217195e-06,0.16666666666666666,1.0,19960.666666666664
Cotton Kurta,Casual Kurta,1,1,6,119764,8.349754517217195e-06,1.0,0.16666666666666666,19960.666666666664
Cotton Saree,Casual Saree,1,3,2,119764,8.349754517217195e-06,0.3333333333333333,0.5,19960.666666666664
Cotton Saree,Silk Saree,1,2,3,119764,8.349754517217195e-06,0.5,0.3333333333333333,19960.666666666664
Silk Saree,Cotton Saree,1,3,2,119764,8.349754517217195e-06,0.3333333333333333,0.5,19960.666666666664
Formal Set,Formal Set,2,4,3,119764,1.669950903443439e-05,0.5,0.6666666666666666,19960.666666666664
Designer Set,Casual Set,1,6,1,119764,8.349754517217195e-06,0.16666666666666666,1.0,19960.666666666664
Casual Set,Designer Set,1,1,6,119764,8.349754517217195e-06,1.0,0.16666666666666666,19960.666666666664
Cotton Kurta,Casual Set,1,6,1,119764,8.349754517217195e-06,0.16666666666666666,1.0,19960.666666666664
Stylish Kurta,Designer Kurta,1,2,3,119764,8.349754517217195e-06,0.5,0.3333333333333333,19960.666666666664
Formal Set,Casual Set,1,1,7,119764,8.349754517217195e-06,1.0,0.14285714285714285,17109.14285714286
Designer Dupatta,Cotton Kurta,1,1,7,119764,8.349754517217195e-06,1.0,0.14285714285714285,17109.14285714286
Formal Set,Formal Set,1,1,7,119764,8.349754517217195e-06,1.0,0.14285714285714285,17109.14285714286
Cotton Kurta,Cotton Kurta,1,1,7,119764,8.349754517217195e-06,1.0,0.14285714285714285,17109.14285714286
Stylish Kurta,Designer Kurta,1,1,7,119764,8.349754517217195e-06,1.0,0.14285714285714285,17109.14285714286
Stylish Kurta,Designer Set,1,1,7,119764,8.349754517217195e-06,1.0,0.14285714285714285,17109.14285714286
Casual Set,Designer Set,1,1,7,119764,8.349754517217195e-06,1.0,0.14285714285714285,17109.14285714286
Casual Top,Cotton Kurta,1,1,7,119764,8.349754517217195e-06,1.0,0.14285714285714285,17109.14285714286
Designer Top,Casual Kurta,1,1,7,119764,8.349754517217195e-06,1.0,0.14285714285714285,17109.14285714286
Summer Dress,Formal Set,1,1,7,119764,8.349754517217195e-06,1.0,0.14285714285714285,17109.14285714286
Designer Kurta,Cotton Kurta,1,1,7,119764,8.349754517217195e-06,1.0,0.14285714285714285,17109.14285714286
Casual Set,Formal Set,1,7,1,119764,8.349754517217195e-06,0.14285714285714285,1.0,17109.142857142855
Designer Set,Stylish Kurta,1,7,1,119764,8.349754517217195e-06,0.14285714285714285,1.0,17109.142857142855
Formal Set,Summer Dress,1,7,1,119764,8.349754517217195e-06,0.14285714285714285,1.0,17109.142857142855
Designer Kurta,Stylish Kurta,1,7,1,119764,8.349754517217195e-06,0.14285714285714285,1.0,17109.142857142855
Cotton Kurta,Designer Kurta,1,7,1,119764,8.349754517217195e-06,0.14285714285714285,1.0,17109.142857142855
Formal Set,Formal Set,1,7,1,119764,8.349754517217195e-06,0.14285714285714285,1.0,17109.142857142855
Casual Kurta,Designer Top,1,7,1,119764,8.349754517217195e-06,0.14285714285714285,1.0,17109.142857142855
Cotton Kurta,Casual Top,1,7,1,119764,8.349754517217195e-06,0.14285714285714285,1.0,17109.142857142855
Designer Set,Casual Set,1,7,1,119764,8.349754517217195e-06,0.14285714285714285,1.0,17109.142857142855
Cotton Kurta,Designer Dupatta,1,7,1,119764,8.349754517217195e-06,0.14285714285714285,1.0,17109.142857142855
Cotton Kurta,Cotton Kurta,1,7,1,119764,8.349754517217195e-06,0.14285714285714285,1.0,17109.142857142855
Casual Kurta,Designer Kurta,2,5,3,119764,1.669950903443439e-05,0.4,0.6666666666666666,15968.533333333333
Designer Kurta,Casual Kurta,2,3,5,119764,1.669950903443439e-05,0.6666666666666666,0.4,15968.533333333333
Cotton Kurta,Cotton Kurta,1,8,1,119764,8.349754517217195e-06,0.125,1.0,14970.499999999998
Casual Kurta,Casual Kurta,1,2,4,119764,8.349754517217195e-06,0.5,0.25,14970.499999999998
Designer Kurta,Cotton Kurta,1,4,2,119764,8.349754517217195e-06,0.25,0.5,14970.499999999998
Stylish Kurta,Cotton Kurta,1,2,4,119764,8.349754517217195e-06,0.5,0.25,14970.499999999998
Casual Kurta,Casual Kurta,1,1,8,119764,8.349754517217195e-06,1.0,0.125,14970.499999999998
Designer Set,Designer Set,1,8,1,119764,8.349754517217195e-06,0.125,1.0,14970.499999999998
Casual Kurta,Casual Kurta,1,4,2,119764,8.349754517217195e-06,0.25,0.5,14970.499999999998
Casual Kurta,Stylish Kurta,1,2,4,119764,8.349754517217195e-06,0.5,0.25,14970.499999999998
Stylish Kurta,Designer Kurta,1,4,2,119764,8.349754517217195e-06,0.25,0.5,14970.499999999998
Cotton Kurta,Stylish Kurta,1,2,4,119764,8.349754517217195e-06,0.5,0.25,14970.499999999998
Summer Top,Designer Top,1,4,2,119764,8.349754517217195e-06,0.25,0.5,14970.499999999998
Stylish Kurta,Formal Set,1,8,1,119764,8.349754517217195e-06,0.125,1.0,14970.499999999998
Stylish Kurta,Designer Kurta,1,1,8,119764,8.349754517217195e-06,1.0,0.125,14970.499999999998
Summer Top,Summer Top,1,4,2,119764,8.349754517217195e-06,0.25,0.5,14970.499999999998
Elegant Set,Designer Set,1,1,8,119764,8.349754517217195e-06,1.0,0.125,14970.499999999998
Formal Set,Stylish Kurta,1,1,8,119764,8.349754517217195e-06,1.0,0.125,14970.499999999998
Cotton Kurta,Cotton Kurta,1,1,8,119764,8.349754517217195e-06,1.0,0.125,14970.499999999998
Cotton Kurta,Designer Kurta,1,2,4,119764,8.349754517217195e-06,0.5,0.25,14970.499999999998
Formal Set,Elegant Set,2,8,2,119764,1.669950903443439e-05,0.25,1.0,14970.499999999998
Cotton Kurta,Stylish Kurta,1,4,2,119764,8.349754517217195e-06,0.25,0.5,14970.499999999998
Summer Dress,Designer Kurta,1,2,4,119764,8.349754517217195e-06,0.5,0.25,14970.499999999998
Cotton Kurta,Stylish Kurta,1,2,4,119764,8.349754517217195e-06,0.5,0.25,14970.499999999998
Designer Kurta,Cotton Kurta,1,4,2,119764,8.349754517217195e-06,0.25,0.5,14970.499999999998
Elegant Set,Elegant Set,1,4,2,119764,8.349754517217195e-06,0.25,0.5,14970.499999999998
Stylish Kurta,Stylish Kurta,1,8,1,119764,8.349754517217195e-06,0.125,1.0,14970.499999999998
Stylish Kurta,Cotton Kurta,1,4,2,119764,8.349754517217195e-06,0.25,0.5,14970.499999999998
Elegant Set,Formal Set,2,2,8,119764,1.669950903443439e-05,1.0,0.25,14970.499999999998
Casual Top,Summer Top,1,4,2,119764,8.349754517217195e-06,0.25,0.5,14970.499999999998
Summer Dress,Summer Top,1,1,8,119764,8.349754517217195e-06,1.0,0.125,14970.499999999998
Cotton Kurta,Designer Kurta,1,2,4,119764,8.349754517217195e-06,0.5,0.25,14970.499999999998
Designer Set,Designer Set,1,1,8,119764,8.349754517217195e-06,1.0,0.125,14970.499999999998
Designer Set,Formal Set,1,4,2,119764,8.349754517217195e-06,0.25,0.5,14970.499999999998
Designer Top,Summer Top,1,2,4,119764,8.349754517217195e-06,0.5,0.25,14970.499999999998
Summer Top,Summer Top,1,2,4,119764,8.349754517217195e-06,0.5,0.25,14970.499999999998
Designer Set,Formal Set,1,1,8,119764,8.349754517217195e-06,1.0,0.125,14970.499999999998
Summer Top,Casual Top,1,2,4,119764,8.349754517217195e-06,0.5,0.25,14970.499999999998
Designer Kurta,Casual Kurta,1,4,2,119764,8.349754517217195e-06,0.25,0.5,14970.499999999998
Formal Set,Designer Set,1,2,4,119764,8.349754517217195e-06,0.5,0.25,14970.499999999998
Designer Kurta,Cotton Kurta,1,2,4,119764,8.349754517217195e-06,0.5,0.25,14970.499999999998
Elegant Set,Formal Set,1,2,4,119764,8.349754517217195e-06,0.5,0.25,14970.499999999998
Elegant Set,Elegant Set,1,2,4,119764,8.349754517217195e-06,0.5,0.25,14970.499999999998
Chinos,Jeans,1,2,4,119764,8.349754517217195e-06,0.5,0.25,14970.499999999998
Summer Top,Summer Dress,1,8,1,119764,8.349754517217195e-06,0.125,1.0,14970.499999999998
Designer Kurta,Stylish Kurta,1,8,1,119764,8.349754517217195e-06,0.125,1.0,14970.499999999998
Shorts,Shorts,1,2,4,119764,8.349754517217195e-06,0.5,0.25,14970.499999999998
Shorts,Shorts,1,4,2,119764,8.349754517217195e-06,0.25,0.5,14970.499999999998
Stylish Kurta,Cotton Kurta,1,4,2,119764,8.349754517217195e-06,0.25,0.5,14970.499999999998
Designer Kurta,Stylish Kurta,1,2,4,119764,8.349754517217195e-06,0.5,0.25,14970.499999999998
Stylish Kurta,Casual Kurta,1,4,2,119764,8.349754517217195e-06,0.25,0.5,14970.499999999998
Jeans,Chinos,1,4,2,119764,8.349754517217195e-06,0.25,0.5,14970.499999999998
Formal Set,Elegant Set,1,4,2,119764,8.349754517217195e-06,0.25,0.5,14970.499999999998
Casual Kurta,Casual Kurta,1,8,1,119764,8.349754517217195e-06,0.125,1.0,14970.499999999998
Designer Set,Elegant Set,1,8,1,119764,8.349754517217195e-06,0.125,1.0,14970.499999999998
Cotton Kurta,Designer Kurta,1,4,2,119764,8.349754517217195e-06,0.25,0.5,14970.499999999998
Formal Set,Designer Set,1,8,1,119764,8.349754517217195e-06,0.125,1.0,14970.499999999998
Stylish Kurta,Stylish Kurta,1,1,8,119764,8.349754517217195e-06,1.0,0.125,14970.499999999998
Cotton Kurta,Stylish Kurta,1,1,8,119764,8.349754517217195e-06,1.0,0.125,14970.499999999998
Stylish Kurta,Cotton Kurta,1,8,1,119764,8.349754517217195e-06,0.125,1.0,14970.499999999998
Casual Kurta,Designer Kurta,1,2,4,119764,8.349754517217195e-06,0.5,0.25,14970.499999999998
Designer Kurta,Summer Dress,1,4,2,119764,8.349754517217195e-06,0.25,0.5,14970.499999999998
Casual Top,Casual Top,3,5,5,119764,2.5049263551651582e-05,0.6,0.6,14371.68
Casual Top,Casual Top,3,5,5,119764,2.5049263551651582e-05,0.6,0.6,14371.68
Designer Kurta,Casual Kurta,1,1,9,119764,8.349754517217195e-06,1.0,0.1111111111111111,13307.111111111111
Casual Kurta,Cotton Kurta,1,1,9,119764,8.349754517217195e-06,1.0,0.1111111111111111,13307.111111111111
Summer Top,Designer Top,1,1,9,119764,8.349754517217195e-06,1.0,0.1111111111111111,13307.111111111111
Formal Top,Casual Set,1,1,9,119764,8.349754517217195e-06,1.0,0.1111111111111111,13307.111111111111
Casual Kurta,Stylish Kurta,1,1,9,119764,8.349754517217195e-06,1.0,0.1111111111111111,13307.111111111111
Designer Top,Summer Top,1,1,9,119764,8.349754517217195e-06,1.0,0.1111111111111111,13307.111111111111
Leggings,Formal Set,1,1,9,119764,8.349754517217195e-06,1.0,0.1111111111111111,13307.111111111111
Stylish Kurta,Casual Set,1,1,9,119764,8.349754517217195e-06,1.0,0.1111111111111111,13307.111111111111
Stylish Kurta,Designer Kurta,1,3,3,119764,8.349754517217195e-06,0.3333333333333333,0.3333333333333333,13307.11111111111
Designer Kurta,Stylish Kurta,1,3,3,119764,8.349754517217195e-06,0.3333333333333333,0.3333333333333333,13307.11111111111
Designer Kurta,Stylish Kurta,1,3,3,119764,8.349754517217195e-06,0.3333333333333333,0.3333333333333333,13307.11111111111
Stylish Kurta,Casual Kurta,1,9,1,119764,8.349754517217195e-06,0.1111111111111111,1.0,13307.11111111111
Designer Kurta,Designer Kurta,1,3,3,119764,8.349754517217195e-06,0.3333333333333333,0.3333333333333333,13307.11111111111
Designer Kurta,Designer Kurta,1,3,3,119764,8.349754517217195e-06,0.3333333333333333,0.3333333333333333,13307.11111111111
Cotton Kurta,Stylish Kurta,1,3,3,119764,8.349754517217195e-06,0.3333333333333333,0.3333333333333333,13307.11111111111
Stylish Kurta,Designer Kurta,1,3,3,119764,8.349754517217195e-06,0.3333333333333333,0.3333333333333333,13307.11111111111
Casual Kurta,Designer Kurta,1,3,3,119764,8.349754517217195e-06,0.3333333333333333,0.3333333333333333,13307.11111111111
Designer Top,Summer Top,1,9,1,119764,8.349754517217195e-06,0.1111111111111111,1.0,13307.11111111111
Casual Set,Stylish Kurta,1,9,1,119764,8.349754517217195e-06,0.1111111111111111,1.0,13307.11111111111
