item1,item2,item1_name,item2_name,pair_count
SET233-KR-PP-XXXL,JNE3805-KR-XXXL,Elegant Set,Designer Kurta,2
SET233-KR-PP-XXXL,SET288-KR-NP-XXXL,Elegant Set,Designer Set,2
SET247-KR-SHA-M,SET250-KR-SHA-M,Elegant Set,Designer Set,2
SET250-KR-SHA-M,SET247-KR-SHA-M,Designer Set,Elegant Set,2
SET250-KR-SHA-M,SET250-KR-SHA-S,Designer Set,Elegant Set,2
SET250-KR-SHA-S,SET250-KR-SHA-M,Elegant Set,Designer Set,2
SET252-KR-PP-S,SET110-KR-PP-S,Designer Set,Elegant Set,2
SET253-KR-NP-XXL,SET197-KR-NP-XXL,Designer Set,Elegant Set,2
SET257-KR-PP-S,SET291-KR-PP-S,Casual Set,Designer Set,2
SET263-KR-NP-XS,JNE3440-KR-N-XS,Casual Set,Casual Kurta,2
SET264-KR-NP-XL,SET319-KR-NP-XL,Designer Set,Elegant Set,2
SET264-KR-NP-XXL,SET268-KR-NP-XXL,Elegant Set,Designer Set,2
SET266-KR-NP-XXXL,SET339-KR-NP-XXXL,Elegant Set,Formal Set,2
SET268-KR-NP-L,JNE1408-KR-UDF19-A-M,Elegant Set,Cotton Kurta,2
SET268-KR-NP-L,JNE3160-KR-M,Elegant Set,Casual Kurta,2
SET268-KR-NP-L,JNE3568-KR-L,Elegant Set,Casual Kurta,2
SET268-KR-NP-L,JNE3739-KR-L,Elegant Set,Cotton Kurta,2
SET268-KR-NP-L,SET268-KR-NP-XL,Elegant Set,Elegant Set,2
SET268-KR-NP-S,J0003-SET-S,Elegant Set,Formal Set,2
SET268-KR-NP-S,SET345-KR-NP-S,Elegant Set,Designer Set,2
SET268-KR-NP-XL,SET268-KR-NP-L,Elegant Set,Elegant Set,2
SET268-KR-NP-XXL,J0278-SET-XXL,Designer Set,Casual Set,2
SET268-KR-NP-XXL,JNE3435-KR-S,Designer Set,Designer Kurta,2
SET268-KR-NP-XXL,SET264-KR-NP-XXL,Designer Set,Elegant Set,2
SET269-KR-NP-L,SET197-KR-NP-L,Formal Set,Casual Set,2
SET269-KR-NP-L,SET203-KR-DPT-L,Formal Set,Elegant Set,2
SET273-KR-NP-S,JNE3373-KR-S,Elegant Set,Stylish Kurta,2
SET275-KR-NP-XS,SET331-KR-NP-S,Designer Set,Elegant Set,2
SET277-KR-NP-XXL,SET233-KR-PP-XXL,Elegant Set,Casual Set,2
SET278-KR-NP-XL,J0230-SKD-XL,Formal Set,Casual Set,2
SET279-LC-M,SET396-KR-PP-L,Elegant Set,Designer Set,2
SET279-LC-XS,JNE3311-KR-S,Elegant Set,Designer Kurta,2
SET279-LC-XS,JNE3311-KR-XS,Elegant Set,Cotton Kurta,2
SET281-KR-PP-M,SET116-KR-NP-M,Formal Set,Elegant Set,2
SET281-KR-PP-XL,JNE3440-KR-N-XL,Designer Set,Designer Kurta,2
SET281-KR-PP-XL,JNE3443-KR-XL,Designer Set,Designer Kurta,2
SET281-KR-PP-XL,JNE3697-KR-XL,Designer Set,Casual Kurta,2
SET286-KR-NP-L,JNE3714-KR-L,Formal Set,Cotton Kurta,2
SET286-KR-NP-M,SET287-KR-NP-M,Casual Set,Casual Set,2
SET286-KR-NP-M,SET291-KR-PP-M,Casual Set,Formal Set,2
SET286-KR-NP-S,JNE3757-KR-S,Formal Set,Designer Kurta,2
SET286-KR-NP-S,SET331-KR-NP-S,Formal Set,Elegant Set,2
SET286-KR-NP-XS,JNE3440-KR-N-XS,Casual Set,Casual Kurta,2
SET286-KR-NP-XS,SET048-KR-NP-XS,Casual Set,Elegant Set,2
SET287-KR-NP-L,SET197-KR-NP-L,Casual Set,Casual Set,2
SET287-KR-NP-M,SET286-KR-NP-M,Casual Set,Casual Set,2
SET288-KR-NP-M,SET401-KR-NP-M,Formal Set,Formal Set,2
SET288-KR-NP-S,SET233-KR-PP-S,Elegant Set,Designer Set,2
SET288-KR-NP-XL,SET400-KR-NP-XL,Designer Set,Designer Set,2
SET288-KR-NP-XXL,SET233-KR-PP-XXL,Elegant Set,Casual Set,2
SET288-KR-NP-XXL,SET288-KR-NP-XXXL,Elegant Set,Designer Set,2
SET288-KR-NP-XXXL,J0150-KR-XXXL,Designer Set,Cotton Kurta,2
SET288-KR-NP-XXXL,JNE3628-KR-XXXL,Designer Set,Cotton Kurta,2
SET288-KR-NP-XXXL,JNE3805-KR-XXXL,Designer Set,Designer Kurta,2
SET288-KR-NP-XXXL,SET220-KR-PP-XXXL,Designer Set,Designer Set,2
SET288-KR-NP-XXXL,SET233-KR-PP-XXXL,Designer Set,Elegant Set,2
SET288-KR-NP-XXXL,SET288-KR-NP-XXL,Designer Set,Elegant Set,2
SET288-KR-NP-XXXL,SET397-KR-NP-XXXL,Designer Set,Designer Set,2
SET289-KR-NP-XXXL,SET225-KR-NP-XXXL,Formal Set,Elegant Set,2
SET291-KR-PP-L,SET197-KR-NP-L,Formal Set,Casual Set,2
SET291-KR-PP-L,SET324-KR-NP-M,Formal Set,Designer Set,2
SET291-KR-PP-M,SET286-KR-NP-M,Formal Set,Casual Set,2
SET291-KR-PP-M,SET324-KR-NP-M,Formal Set,Designer Set,2
SET291-KR-PP-S,SET257-KR-PP-S,Designer Set,Casual Set,2
SET291-KR-PP-XXL,JNE3703-KR-XXL,Elegant Set,Designer Kurta,2
SET291-KR-PP-XXXL,JNE3703-KR-XXL,Casual Set,Designer Kurta,2
SET293-KR-NP-L,SET345-KR-NP-XL,Casual Set,Casual Set,2
SET295-KR-NP-XL,SET171-KR-NP-XL,Casual Set,Designer Set,2
SET295-KR-NP-XS,SET405-KR-NP-XS,Designer Set,Elegant Set,2
SET302-KR-PP-S,SET306-KR-PP-M,Casual Set,Casual Set,2
SET304-KR-DPT-L,J0005-DR-L,Designer Set,Cocktail Dress,2
SET304-KR-DPT-S,SET321-KR-DPT-M,Designer Set,Elegant Set,2
SET304-KR-DPT-XS,J0230-SKD-XS,Elegant Set,Elegant Set,2
SET304-KR-DPT-XXL,JNE3801-KR-XXL,Elegant Set,Casual Kurta,2
SET305-KR-DPT-M,SET345-KR-NP-M,Casual Set,Elegant Set,2
SET305-KR-DPT-XXXL,J0349-SET-XXXL,Designer Set,Formal Set,2
SET306-KR-PP-M,SET302-KR-PP-S,Casual Set,Casual Set,2
SET306-KR-PP-XS,SET308-KR-PP-XS,Formal Set,Formal Set,2
SET308-KR-PP-XS,SET306-KR-PP-XS,Formal Set,Formal Set,2
SET310-KR-NP-L,SET402-KR-NP-L,Formal Set,Formal Set,2
SET310-KR-NP-M,SET402-KR-NP-M,Casual Set,Casual Set,2
SET317-KR-PP-XXL,SET355-KR-PP-XXL,Designer Set,Casual Set,2
SET318-KR-SHA-M,J0236-SKD-M,Designer Set,Casual Set,2
SET319-KR-NP-XL,SET264-KR-NP-XL,Elegant Set,Designer Set,2
SET320-KR-NP-S,SET345-KR-NP-S,Formal Set,Designer Set,2
SET320-KR-NP-XXXL,SET324-KR-NP-XXXL,Formal Set,Elegant Set,2
SET320-KR-NP-XXXL,SET345-KR-NP-XXL,Formal Set,Elegant Set,2
SET321-KR-DPT-M,SET304-KR-DPT-S,Elegant Set,Designer Set,2
SET322-KR-SHA-M,J0236-SKD-M,Casual Set,Casual Set,2
SET324-KR-NP-L,J0003-SET-L,Designer Set,Designer Set,2
SET324-KR-NP-L,JNE3368-KR-L,Designer Set,Cotton Kurta,2
SET324-KR-NP-L,SET331-KR-NP-L,Designer Set,Elegant Set,2
SET324-KR-NP-M,J0003-SET-S,Designer Set,Formal Set,2
SET324-KR-NP-M,JNE3567-KR-M,Designer Set,Designer Kurta,2
SET324-KR-NP-M,SET048-KR-NP-M,Designer Set,Formal Set,2
SET324-KR-NP-M,SET291-KR-PP-L,Designer Set,Formal Set,2
SET324-KR-NP-M,SET291-KR-PP-M,Designer Set,Formal Set,2
SET324-KR-NP-M,SET357-KR-NP-M,Designer Set,Elegant Set,2
SET324-KR-NP-S,J0002-SKD-S,Casual Set,Formal Set,2
SET324-KR-NP-S,J0003-SET-S,Casual Set,Formal Set,2
SET324-KR-NP-S,JNE3697-KR-S,Casual Set,Casual Kurta,2
SET324-KR-NP-XS,SET374-KR-NP-XS,Formal Set,Formal Set,2
SET324-KR-NP-XXL,J0226-SKD-XXL,Designer Set,Designer Set,2
SET324-KR-NP-XXL,SET331-KR-NP-XXL,Designer Set,Designer Set,2
SET324-KR-NP-XXL,SET374-KR-NP-XXL,Designer Set,Elegant Set,2
SET324-KR-NP-XXXL,SET320-KR-NP-XXXL,Elegant Set,Formal Set,2
SET324-KR-NP-XXXL,SET331-KR-NP-XXXL,Elegant Set,Elegant Set,2
SET327-KR-DPT-XXXL,JNE3800-KR-A-XXXL,Formal Set,Casual Dress,2
SET328-KR-NP-M,SET345-KR-NP-M,Elegant Set,Elegant Set,2
SET328-KR-NP-XXL,SET339-KR-NP-XXL,Casual Set,Designer Set,2
SET328-KR-NP-XXXL,JNE3638-KR-XXXL,Designer Set,Cotton Kurta,2
SET328-KR-NP-XXXL,SET374-KR-NP-XXXL,Designer Set,Formal Set,2
SET331-KR-NP-L,SET324-KR-NP-L,Elegant Set,Designer Set,2
SET331-KR-NP-S,SET275-KR-NP-XS,Elegant Set,Designer Set,2
SET331-KR-NP-S,SET286-KR-NP-S,Elegant Set,Formal Set,2
SET331-KR-NP-XL,JNE3504-KR-XL,Formal Set,Stylish Kurta,2
SET331-KR-NP-XL,JNE3752-KR-XXL,Formal Set,Casual Kurta,2
SET331-KR-NP-XL,JNE3796-KR-XXL,Formal Set,Designer Kurta,2
SET331-KR-NP-XL,JNE3800-KR-L,Formal Set,Evening Dress,2
SET331-KR-NP-XL,SET405-KR-NP-XL,Formal Set,Designer Set,2
SET331-KR-NP-XL,SET433-KR-NP-XL,Formal Set,Formal Set,2
SET331-KR-NP-XS,SET374-KR-NP-XS,Formal Set,Formal Set,2
SET331-KR-NP-XXL,SET324-KR-NP-XXL,Designer Set,Designer Set,2
SET331-KR-NP-XXL,SET339-KR-NP-XXL,Designer Set,Designer Set,2
SET331-KR-NP-XXXL,JNE3468-KR-XXXL,Elegant Set,Designer Kurta,2
SET331-KR-NP-XXXL,SET324-KR-NP-XXXL,Elegant Set,Elegant Set,2
SET331-KR-NP-XXXL,SET339-KR-NP-XXXL,Elegant Set,Formal Set,2
SET331-KR-NP-XXXL,SET408-KR-NP-XXXL,Elegant Set,Casual Set,2
SET332-KR-PP-S,J0003-SET-S,Formal Set,Formal Set,2
SET332-KR-PP-XXXL,JNE3782-KR-XXXL,Elegant Set,Stylish Kurta,2
SET332-KR-PP-XXXL,SET385-KR-NP-XXXL,Elegant Set,Formal Set,2
SET339-KR-NP-XXL,SET328-KR-NP-XXL,Designer Set,Casual Set,2
SET339-KR-NP-XXL,SET331-KR-NP-XXL,Designer Set,Designer Set,2
SET339-KR-NP-XXXL,SET266-KR-NP-XXXL,Formal Set,Elegant Set,2
SET339-KR-NP-XXXL,SET331-KR-NP-XXXL,Formal Set,Elegant Set,2
SET339-KR-NP-XXXL,SET374-KR-NP-XXXL,Formal Set,Formal Set,2
SET340-KR-NP-L,SET392-KR-NP-L,Casual Set,Designer Set,2
SET342-KR-NP-N-XS,SET230-KR-PP-XS,Elegant Set,Casual Set,2
SET344-KR-NP-S,SET364-KR-NP-S,Designer Set,Formal Set,2
SET344-KR-NP-XXL,SET363-KR-NP-XXL,Formal Set,Casual Set,2
SET344-KR-NP-XXL,SET364-KR-NP-XXL,Formal Set,Elegant Set,2
SET344-KR-NP-XXXL,SET363-KR-NP-XXXL,Casual Set,Designer Set,2
SET345-KR-NP-M,JNE3399-KR-M,Elegant Set,Stylish Kurta,2
SET345-KR-NP-M,SET305-KR-DPT-M,Elegant Set,Casual Set,2
SET345-KR-NP-M,SET328-KR-NP-M,Elegant Set,Elegant Set,2
SET345-KR-NP-M,SET374-KR-NP-M,Elegant Set,Formal Set,2
SET345-KR-NP-S,J0003-SET-S,Designer Set,Formal Set,2
SET345-KR-NP-S,SET268-KR-NP-S,Designer Set,Elegant Set,2
SET345-KR-NP-S,SET320-KR-NP-S,Designer Set,Formal Set,2
SET345-KR-NP-XL,SET293-KR-NP-L,Casual Set,Casual Set,2
SET345-KR-NP-XS,SET374-KR-NP-XS,Casual Set,Formal Set,2
SET345-KR-NP-XXL,JNE3510-KR-XXL,Elegant Set,Casual Kurta,2
SET345-KR-NP-XXL,SET320-KR-NP-XXXL,Elegant Set,Formal Set,2
SET347-KR-NP-XL,SET389-KR-NP-XL,Designer Set,Formal Set,2
SET348-KR-NP-S,J0280-SKD-S,Casual Set,Casual Set,2
SET348-KR-NP-S,SET358-KR-NP-S,Casual Set,Elegant Set,2
SET349-KR-NP-S,SET364-KR-NP-S,Formal Set,Formal Set,2
SET349-KR-NP-XL,SET393-KR-NP-XL,Formal Set,Designer Set,2
SET349-KR-NP-XS,J0343-DR-XS,Designer Set,Casual Dress,2
SET349-KR-NP-XXXL,SET393-KR-NP-XXXL,Elegant Set,Elegant Set,2
SET350-KR-NP-XL,JNE3801-KR-M,Casual Set,Cotton Kurta,2
SET350-KR-NP-XL,JNE3801-KR-XXL,Casual Set,Casual Kurta,2
SET355-KR-PP-XS,SET394-KR-NP-XS,Casual Set,Designer Set,2
SET355-KR-PP-XXL,SET317-KR-PP-XXL,Casual Set,Designer Set,2
SET356-KR-NP-S,SET364-KR-NP-S,Formal Set,Formal Set,2
SET357-KR-NP-M,SET324-KR-NP-M,Elegant Set,Designer Set,2
SET357-KR-NP-XL,SET400-KR-NP-L,Designer Set,Designer Set,2
SET358-KR-NP-S,SET348-KR-NP-S,Elegant Set,Casual Set,2
SET360-KR-NP-XL,SET398-KR-PP-XL,Designer Set,Formal Set,2
SET360-KR-NP-XXL,SET369-KR-NP-XXL,Designer Set,Elegant Set,2
SET363-KR-NP-XXL,SET344-KR-NP-XXL,Casual Set,Formal Set,2
SET363-KR-NP-XXXL,SET344-KR-NP-XXXL,Designer Set,Casual Set,2
SET364-KR-NP-S,SET344-KR-NP-S,Formal Set,Designer Set,2
SET364-KR-NP-S,SET349-KR-NP-S,Formal Set,Formal Set,2
SET364-KR-NP-S,SET356-KR-NP-S,Formal Set,Formal Set,2
SET364-KR-NP-XXL,SET344-KR-NP-XXL,Elegant Set,Formal Set,2
SET369-KR-NP-XXL,SET360-KR-NP-XXL,Elegant Set,Designer Set,2
SET374-KR-NP-M,SET345-KR-NP-M,Formal Set,Elegant Set,2
SET374-KR-NP-XS,SET324-KR-NP-XS,Formal Set,Formal Set,2
SET374-KR-NP-XS,SET331-KR-NP-XS,Formal Set,Formal Set,2
SET374-KR-NP-XS,SET345-KR-NP-XS,Formal Set,Casual Set,2
SET374-KR-NP-XXL,SET324-KR-NP-XXL,Elegant Set,Designer Set,2
SET374-KR-NP-XXXL,J0282-SET-XXXL,Formal Set,Casual Set,2
SET374-KR-NP-XXXL,JNE3638-KR-XXXL,Formal Set,Cotton Kurta,2
SET374-KR-NP-XXXL,SET328-KR-NP-XXXL,Formal Set,Designer Set,2
SET374-KR-NP-XXXL,SET339-KR-NP-XXXL,Formal Set,Formal Set,2
SET375-KR-NP-XXXL,SET401-KR-NP-XXXL,Designer Set,Elegant Set,2
SET377-KR-NP-XL,J0139-KR-L,Designer Set,Casual Kurta,2
SET385-KR-NP-XL,SET389-KR-NP-XL,Designer Set,Formal Set,2
SET385-KR-NP-XXXL,JNE3782-KR-XXXL,Formal Set,Stylish Kurta,2
SET385-KR-NP-XXXL,SET332-KR-PP-XXXL,Formal Set,Elegant Set,2
SET389-KR-NP-XL,SET347-KR-NP-XL,Formal Set,Designer Set,2
SET389-KR-NP-XL,SET385-KR-NP-XL,Formal Set,Designer Set,2
SET392-KR-NP-L,SET340-KR-NP-L,Designer Set,Casual Set,2
SET393-KR-NP-XL,SET349-KR-NP-XL,Designer Set,Formal Set,2
SET393-KR-NP-XXXL,SET349-KR-NP-XXXL,Elegant Set,Elegant Set,2
SET393-KR-NP-XXXL,SET397-KR-NP-XXXL,Elegant Set,Designer Set,2
SET393-KR-NP-XXXL,SET402-KR-NP-XXXL,Elegant Set,Elegant Set,2
SET394-KR-NP-XS,SET220-KR-PP-XS,Designer Set,Formal Set,2
SET394-KR-NP-XS,SET355-KR-PP-XS,Designer Set,Casual Set,2
SET396-KR-PP-L,SET279-LC-M,Designer Set,Elegant Set,2
SET397-KR-NP-S,SET398-KR-PP-S,Elegant Set,Casual Set,2
SET397-KR-NP-XXXL,SET288-KR-NP-XXXL,Designer Set,Designer Set,2
SET397-KR-NP-XXXL,SET393-KR-NP-XXXL,Designer Set,Elegant Set,2
SET397-KR-NP  -M,JNE3543-KR-S,Elegant Set,Cotton Kurta,2
SET398-KR-PP-S,SET397-KR-NP-S,Casual Set,Elegant Set,2
SET398-KR-PP-XL,SET360-KR-NP-XL,Formal Set,Designer Set,2
SET400-KR-NP-L,SET357-KR-NP-XL,Designer Set,Designer Set,2
SET400-KR-NP-XL,SET288-KR-NP-XL,Designer Set,Designer Set,2
SET401-KR-NP-M,SET288-KR-NP-M,Formal Set,Formal Set,2
SET401-KR-NP-XXXL,SET375-KR-NP-XXXL,Elegant Set,Designer Set,2
SET402-KR-NP-L,SET310-KR-NP-L,Formal Set,Formal Set,2
SET402-KR-NP-M,SET310-KR-NP-M,Casual Set,Casual Set,2
SET402-KR-NP-XXXL,SET393-KR-NP-XXXL,Elegant Set,Elegant Set,2
SET405-KR-NP-XL,SET331-KR-NP-XL,Designer Set,Formal Set,2
SET405-KR-NP-XS,SET295-KR-NP-XS,Elegant Set,Designer Set,2
SET408-KR-NP-XXXL,SET331-KR-NP-XXXL,Casual Set,Elegant Set,2
SET414-KR-NP-XL,SET415-KR-NP-XL,Formal Set,Formal Set,2
SET415-KR-NP-XL,SET414-KR-NP-XL,Formal Set,Formal Set,2
SET433-KR-NP-XL,SET331-KR-NP-XL,Formal Set,Formal Set,2
BL107-M,J0348-SET-L,Silk Blouse,Elegant Set,2
SET444-KR-SH-XL,JNE3797-KR-XL,Formal Set,Casual Dress,2
BTM039-PP-M,BTM039-PP-XL,Shorts,Jeans,2
BTM039-PP-XL,BTM039-PP-M,Jeans,Shorts,2
CH208-MUSTARD-L,JNE3701-KR-XL,Leggings,Stylish Kurta,2
J0001-DR-S,J0004-SKD-S,Casual Ethnic Dress,Designer Set,2
J0002-SKD-S,J0002-SKD-XL,Formal Set,Casual Set,2
J0002-SKD-S,SET324-KR-NP-S,Formal Set,Casual Set,2
J0002-SKD-XL,J0002-SKD-S,Casual Set,Formal Set,2
J0002-SKD-XS,J0008-SKD-XS,Formal Set,Casual Set,2
J0002-SKD-XS,J0129-SET-S,Formal Set,Designer Set,2
J0002-SKD-XS,SET204-KR-DPT-XS,Formal Set,Elegant Set,2
J0002-SKD-XXL,J0007-SKD-XXL,Designer Set,Designer Set,2
J0002-SKD-XXXL,J0007-SKD-XXXL,Formal Set,Formal Set,2
J0003-SET-L,SET324-KR-NP-L,Designer Set,Designer Set,2
J0003-SET-M,J0003-SET-XS,Elegant Set,Formal Set,2
J0003-SET-M,JNE3787-KR-M,Elegant Set,Cotton Kurta,2
J0003-SET-S,J0003-SET-XS,Formal Set,Formal Set,2
J0003-SET-S,J0006-SET-M,Formal Set,Festival Dress,2
J0003-SET-S,SET182-KR-DH-S,Formal Set,Casual Set,2
J0003-SET-S,SET268-KR-NP-S,Formal Set,Elegant Set,2
J0003-SET-S,SET324-KR-NP-M,Formal Set,Designer Set,2
J0003-SET-S,SET324-KR-NP-S,Formal Set,Casual Set,2
J0003-SET-S,SET332-KR-PP-S,Formal Set,Formal Set,2
J0003-SET-S,SET345-KR-NP-S,Formal Set,Designer Set,2
J0003-SET-XL,J0230-SKD-XL,Designer Set,Casual Set,2
J0003-SET-XS,J0003-SET-M,Formal Set,Elegant Set,2
J0003-SET-XS,J0003-SET-S,Formal Set,Formal Set,2
J0003-SET-XXL,J0006-SET-XXL,Designer Set,Designer Ethnic Dress,2
J0003-SET-XXL,J0007-SKD-XXL,Designer Set,Designer Set,2
J0003-SET-XXL,J0009-SKD-XXL,Designer Set,Elegant Set,2
J0003-SET-XXL,J0139-KR-XXL,Designer Set,Cotton Kurta,2
J0003-SET-XXXL,J0234-SKD-XXXL,Formal Set,Designer Set,2
J0004-SKD-L,J0009-SKD-L,Designer Set,Formal Set,2
J0004-SKD-S,J0001-DR-S,Designer Set,Casual Ethnic Dress,2
J0005-DR-L,SET304-KR-DPT-L,Cocktail Dress,Designer Set,2
J0005-DR-S,JNE3739-KR-S,Casual Dress,Stylish Kurta,2
J0005-DR-XXL,J0005-DR-XXXL,Cocktail Dress,Casual Dress,2
J0005-DR-XXXL,J0005-DR-XXL,Casual Dress,Cocktail Dress,2
J0005-DR-XXXL,J0006-SET-XXXL,Casual Dress,Designer Ethnic Dress,2
J0006-SET-M,J0003-SET-S,Festival Dress,Formal Set,2
J0006-SET-M,J0009-SKD-M,Festival Dress,Designer Set,2
J0006-SET-M,J0010-LCD-M,Festival Dress,Elegant Set,2
J0006-SET-M,J0306-DR-M,Festival Dress,Summer Dress,2
J0006-SET-XXL,J0003-SET-XXL,Designer Ethnic Dress,Designer Set,2
J0006-SET-XXL,J0007-SKD-XXL,Designer Ethnic Dress,Designer Set,2
J0006-SET-XXL,J0009-SKD-XXL,Designer Ethnic Dress,Elegant Set,2
J0006-SET-XXXL,J0005-DR-XXXL,Designer Ethnic Dress,Casual Dress,2
J0006-SET-XXXL,JNE3634-KR-XXXL,Designer Ethnic Dress,Cotton Kurta,2
J0007-SKD-XXL,J0002-SKD-XXL,Designer Set,Designer Set,2
J0007-SKD-XXL,J0003-SET-XXL,Designer Set,Designer Set,2
J0007-SKD-XXL,J0006-SET-XXL,Designer Set,Designer Ethnic Dress,2
J0007-SKD-XXXL,J0002-SKD-XXXL,Formal Set,Formal Set,2
J0008-SKD-L,J0012-SKD-L,Formal Set,Elegant Set,2
J0008-SKD-L,JNE3463-KR-L,Formal Set,Stylish Kurta,2
J0008-SKD-M,J0012-SKD-M,Casual Set,Designer Set,2
J0008-SKD-M,JNE3518-KR-M,Casual Set,Casual Kurta,2
J0008-SKD-M,SET184-KR-PP-M,Casual Set,Formal Set,2
J0008-SKD-S,J0008-SKD-XS,Elegant Set,Casual Set,2
J0008-SKD-S,J0230-SKD-S,Elegant Set,Designer Set,2
J0008-SKD-S,JNE3634-KR-M,Elegant Set,Designer Kurta,2
J0008-SKD-S,JNE3634-KR-S,Elegant Set,Stylish Kurta,2
J0008-SKD-XS,J0002-SKD-XS,Casual Set,Formal Set,2
J0008-SKD-XS,J0008-SKD-S,Casual Set,Elegant Set,2
J0008-SKD-XS,J0012-SKD-XS,Casual Set,Casual Set,2
J0009-SKD-L,J0004-SKD-L,Formal Set,Designer Set,2
J0009-SKD-M,J0006-SET-M,Designer Set,Festival Dress,2
J0009-SKD-XXL,J0003-SET-XXL,Elegant Set,Designer Set,2
J0009-SKD-XXL,J0006-SET-XXL,Elegant Set,Designer Ethnic Dress,2
J0010-LCD-M,J0006-SET-M,Elegant Set,Festival Dress,2
J0010-LCD-M,J0306-DR-M,Elegant Set,Summer Dress,2
J0012-SKD-L,J0008-SKD-L,Elegant Set,Formal Set,2
J0012-SKD-M,J0008-SKD-M,Designer Set,Casual Set,2
J0012-SKD-M,J0231-SKD-M,Designer Set,Designer Set,2
J0012-SKD-M,JNE3614-KR-M,Designer Set,Stylish Kurta,2
J0012-SKD-XS,J0008-SKD-XS,Casual Set,Casual Set,2
J0012-SKD-XXXL,J0236-SKD-XXXL,Elegant Set,Designer Set,2
J0025-DR-XS,J0038-DR-XS,Evening Dress,Festival Dress,2
J0025-DR-XXXL,J0207-DR-XXXL,Cocktail Dress,Cocktail Dress,2
J0033-KR-XS,J0133-KR-XS,Casual Kurta,Designer Kurta,2
J0033-KR-XS,JNE3479-KR-XS,Casual Kurta,Stylish Kurta,2
J0038-DR-XS,J0025-DR-XS,Festival Dress,Evening Dress,2
J0041-SET-L,J0041-SET-M,Casual Set,Elegant Set,2
J0041-SET-L,J0230-SKD-L,Casual Set,Designer Set,2
J0041-SET-M,J0041-SET-L,Elegant Set,Casual Set,2
J0077-SKD-XXXL,J0236-SKD-XXXL,Designer Set,Designer Set,2
J0081-DR-L,J0158-DR-L,Cocktail Dress,Cocktail Dress,2
J0096-KR-XL,JNE3718-KR-XL,Cotton Kurta,Designer Kurta,2
J0097-KR-L,SET197-KR-NP-L,Designer Kurta,Casual Set,2
J0098-TP-L,J0196-TP-L,Designer Top,Casual Top,2
J0098-TP-L,J0344-TP-L,Designer Top,Summer Top,2
J0111-TP-XS,JNE3518-KR-M,Summer Top,Casual Kurta,2
J0113-TP-M,J0119-TP-M,Formal Top,Designer Top,2
J0117-TP-XL,JNE3655-TP-XXL,Casual Top,Designer Top,2
J0117-TP-XXL,J0119-TP-XXL,Designer Top,Formal Top,2
J0118-TP-M,J0301-TP-M,Summer Top,Casual Top,2
J0118-TP-XXL,J0301-TP-XXL,Casual Top,Summer Top,2
J0119-TP-L,J0119-TP-M,Formal Top,Designer Top,2
J0119-TP-M,J0113-TP-M,Designer Top,Formal Top,2
J0119-TP-M,J0119-TP-L,Designer Top,Formal Top,2
J0119-TP-XXL,J0117-TP-XXL,Formal Top,Designer Top,2
J0126-SKD-XXXL,J0236-SKD-XXXL,Casual Set,Designer Set,2
J0129-SET-S,J0002-SKD-XS,Designer Set,Formal Set,2
J0129-SET-S,SET204-KR-DPT-XS,Designer Set,Elegant Set,2
J0133-KR-XS,J0033-KR-XS,Designer Kurta,Casual Kurta,2
J0133-KR-XS,JNE3479-KR-XS,Designer Kurta,Stylish Kurta,2
J0135-SET-L,J0140-SET-XL,Formal Set,Designer Set,2
J0135-SET-L,JNE3697-KR-L,Formal Set,Cotton Kurta,2
J0139-KR-L,SET377-KR-NP-XL,Casual Kurta,Designer Set,2
J0139-KR-XXL,J0003-SET-XXL,Cotton Kurta,Designer Set,2
J0139-KR-XXXL,JNE3543-KR-XXXL,Casual Kurta,Casual Kurta,2
J0140-SET-XL,J0135-SET-L,Designer Set,Formal Set,2
J0150-KR-S,JNE3787-KR-S,Designer Kurta,Casual Kurta,2
J0150-KR-XXXL,SET288-KR-NP-XXXL,Cotton Kurta,Designer Set,2
J0152-DR-XXL,J0158-DR-XXL,Casual Dress,Cocktail Dress,2
J0153-DR-XS,JNE3648-TP-N-S,Summer Dress,Casual Top,2
J0153-DR-XS,JNE3662-TP-S,Summer Dress,Casual Top,2
J0154-DR-XS,J0154-DR-XXL,Casual Dress,Casual Dress,2
J0154-DR-XXL,J0154-DR-XS,Casual Dress,Casual Dress,2
J0157-DR-L,JNE3710-DR-L,Cocktail Dress,Casual Dress,2
J0157-DR-XXL,J0308-DR-XXL,Casual Dress,Casual Dress,2
J0158-DR-L,J0081-DR-L,Cocktail Dress,Cocktail Dress,2
J0158-DR-XXL,J0152-DR-XXL,Cocktail Dress,Casual Dress,2
J0159-DR-XXL,J0185-DR-XXL,Cocktail Dress,Designer Ethnic Dress,2
J0185-DR-XXL,J0159-DR-XXL,Designer Ethnic Dress,Cocktail Dress,2
J0196-TP-L,J0098-TP-L,Casual Top,Designer Top,2
J0197-TP-S,J0213-TP-S,Summer Top,Designer Top,2
J0197-TP-XXXL,J0213-TP-XXXL,Formal Top,Casual Top,2
J0199-SET-XXL,J0345-SET-XXL,Elegant Set,Casual Set,2
J0199-SET-XXL,J0346-SET-XXL,Elegant Set,Formal Set,2
J0201-TP-L,JNE3659-TP-N-L,Designer Top,Designer Top,2
J0207-DR-XXXL,J0025-DR-XXXL,Cocktail Dress,Cocktail Dress,2
J0213-TP-S,J0197-TP-S,Designer Top,Summer Top,2
J0213-TP-XXXL,J0197-TP-XXXL,Casual Top,Formal Top,2
